el,f11,f12,f13,f21,f22,f23
21777, -0.981675, -0.135953, -0.133532, 0.197718, -0.879965, -0.431937
21778, -0.767606, 0.195083, -0.610511, 0.235631, -0.819541, -0.522332
21779, -0.762709, 0.205227, -0.613316, 0.243421, -0.823494, -0.512449
21780, -0.744192, 0.248583, -0.619988, 0.290526, -0.739483, -0.607256
21781, -0.771428, 0.225876, -0.594877, 0.264768, -0.755657, -0.599067
21782, -0.760535, 0.241989, -0.602518, 0.269597, -0.746503, -0.608318
21783, -0.732208, 0.218713, -0.645008, 0.288458, -0.789374, -0.541923
21784, -0.988658, -0.106250, -0.106140, 0.145053, -0.910448, -0.387355
21785, -0.995902, -0.079251, -0.043575, 0.089357, -0.952098, -0.292445
21786, -0.999261, -0.038281, -0.003352, 0.034580, -0.978432, -0.203655
21787, -0.998230, -0.059028, -0.007236, 0.056516, -0.968118, -0.244034
21788, -0.998192, -0.059266, -0.010057, 0.037796, -0.970266, -0.239073
21789, -0.999059, -0.042943, 0.006124, 0.048346, -0.977259, -0.206466
21790, -0.999427, -0.033202, 0.006558, 0.029722, -0.979542, -0.199032
21791, -0.998560, -0.053168, 0.007111, 0.047066, -0.973102, -0.225518
21792, -0.987417, -0.123840, -0.098346, 0.148319, -0.904908, -0.398927
21793, -0.980961, -0.133528, -0.141016, 0.217407, -0.886914, -0.407576
21794, -0.917586, -0.121428, -0.378539, 0.395436, -0.777848, -0.488449
21795, -0.974135, -0.158619, -0.160938, 0.219114, -0.860833, -0.459299
21796, -0.994351, -0.090493, -0.055477, 0.106082, -0.936968, -0.332923
21797, -0.987495, -0.087580, -0.131083, 0.127464, -0.954304, -0.270291
21798, -0.993004, 0.032206, -0.113603, -0.019052, -0.983115, -0.181995
21799, -0.989037, 0.105191, -0.103636, -0.076009, -0.986298, -0.146418
21800, -0.989760, -0.086250, -0.113739, 0.115638, -0.952754, -0.280871
21801, -0.977346, -0.147687, -0.151605, 0.205052, -0.920958, -0.331347
21802, -0.979679, 0.181568, -0.085214, -0.170203, -0.974370, -0.147085
21803, -0.992908, 0.018496, -0.117436, 0.010828, -0.982883, -0.183913
21804, -0.990987, -0.032194, -0.130031, 0.065544, -0.963068, -0.261160
21805, -0.990595, -0.045475, -0.129048, 0.086862, -0.967066, -0.239245
21806, -0.987259, -0.081503, -0.136665, 0.117993, -0.949030, -0.292266
21807, -0.979107, -0.127862, -0.158118, 0.169133, -0.916682, -0.362061
21808, -0.992811, 0.029976, -0.115877, 0.004359, -0.981590, -0.190950
21809, -0.732191, 0.671707, 0.112720, -0.611967, -0.554606, -0.563834
21810, -0.985992, 0.131344, -0.102804, -0.111410, -0.974146, -0.196537
21811, -0.991324, 0.010666, -0.131006, 0.024664, -0.960916, -0.275738
21812, -0.989318, 0.083799, -0.119277, -0.054347, -0.967206, -0.248109
21813, -0.987954, 0.058751, -0.143164, -0.002335, -0.953105, -0.302631
21814, -0.990622, 0.030539, -0.133173, 0.005129, -0.959957, -0.280100
21815, -0.983324, 0.138215, -0.118199, -0.099940, -0.955755, -0.276668
21816, -0.986451, 0.019921, -0.162841, 0.046754, -0.936369, -0.347891
21817, -0.989343, 0.097707, -0.107955, -0.077430, -0.974962, -0.208455
21818, -0.991929, -0.007405, -0.126577, 0.032279, -0.964784, -0.261054
21819, -0.987692, -0.035846, -0.152246, 0.083583, -0.940437, -0.329534
21820, -0.980273, -0.096313, -0.172592, 0.157314, -0.912284, -0.378142
21821, -0.979607, -0.116138, -0.163961, 0.164349, -0.916544, -0.364605
21822, -0.987183, -0.049670, -0.151668, 0.098672, -0.939541, -0.327914
21823, -0.980648, -0.058443, -0.186850, 0.134063, -0.905104, -0.403503
21824, -0.986767, -0.005130, -0.162066, 0.071041, -0.935347, -0.346526
21825, -0.982552, 0.065313, -0.174141, 0.013824, -0.921183, -0.388884
21826, -0.980506, -0.045209, -0.191218, 0.126411, -0.906167, -0.403585
21827, -0.979435, 0.006220, -0.201665, 0.085771, -0.893681, -0.440429
21828, -0.957119, 0.246598, -0.152026, -0.166086, -0.895882, -0.412081
21829, -0.978269, 0.183438, -0.096641, -0.159034, -0.961714, -0.223192
21830, -0.982271, 0.128498, -0.136502, -0.076625, -0.945613, -0.316140
21831, -0.978705, 0.033276, -0.202556, 0.064090, -0.895470, -0.440483
21832, -0.965502, 0.250991, -0.069348, -0.236449, -0.957442, -0.165519
21833, -0.913198, 0.407468, -0.006312, -0.397447, -0.897921, -0.189140
21834, -0.972210, 0.216099, -0.090054, -0.188167, -0.959026, -0.211806
21835, -0.978585, 0.171910, -0.113222, -0.128675, -0.955517, -0.265386
21836, -0.397407, 0.905980, -0.145837, 0.115607, 0.200380, 0.972874
21837, 0.187174, 0.925639, -0.328874, 0.159434, 0.293235, 0.942653
21838, 0.173489, 0.932661, -0.316298, 0.064143, 0.310314, 0.948468
21839, 0.192245, 0.946084, -0.260705, -0.026517, 0.275576, 0.960913
21840, 0.191935, 0.937089, -0.291590, 0.039514, 0.291849, 0.955648
21841, 0.203167, 0.919596, -0.336254, 0.164847, 0.299699, 0.939684
21842, 0.194033, 0.922467, -0.333774, 0.153494, 0.301028, 0.941181
21843, 0.188492, 0.923290, -0.334673, 0.153342, 0.299162, 0.941800
21844, 0.173627, 0.933828, -0.312760, 0.127540, 0.285474, 0.949862
21845, 0.190750, 0.942468, -0.274533, -0.028457, 0.295523, 0.954912
21846, 0.197409, 0.924117, -0.327165, 0.133794, 0.302265, 0.943788
21847, 0.204092, 0.919164, -0.336874, 0.164183, 0.302829, 0.938796
21848, 0.171471, 0.933814, -0.313988, 0.003336, 0.329925, 0.944001
21849, 0.169992, 0.913520, -0.369572, 0.183723, 0.334124, 0.924449
21850, 0.199692, 0.918706, -0.340739, 0.166897, 0.305593, 0.937421
21851, 0.199686, 0.918839, -0.340383, 0.170513, 0.305065, 0.936942
21852, 0.170150, 0.937781, -0.302681, 0.133982, 0.271817, 0.952977
21853, -0.067491, 0.895835, -0.439233, 0.207314, 0.366403, 0.907066
21854, -0.459311, 0.867313, -0.191839, 0.098592, 0.260526, 0.960420
21855, -0.499363, 0.804118, -0.322539, 0.117117, 0.421879, 0.899056
21856, 0.188012, 0.916359, -0.353465, 0.178026, 0.316916, 0.931596
21857, 0.164481, 0.921824, -0.350978, 0.155868, 0.319340, 0.934734
21858, -0.451212, 0.868838, -0.203784, 0.130620, 0.278540, 0.951501
21859, 0.172956, 0.929558, -0.325587, 0.153448, 0.293884, 0.943444
21860, 0.183140, 0.928477, -0.323094, 0.158457, 0.287526, 0.944574
21861, -0.447970, 0.884183, -0.132454, 0.161189, 0.226455, 0.960592
21862, -0.816406, 0.524731, 0.241120, 0.000000, 0.241120, -0.524731
21863, -0.445839, 0.884055, -0.140269, 0.160663, 0.234574, 0.958730
21864, -0.451326, 0.869927, -0.198825, 0.130275, 0.274209, 0.952805
21865, -0.456746, 0.867977, -0.194935, 0.130793, 0.268447, 0.954374
21866, -0.473500, 0.865324, -0.164356, 0.109101, 0.240369, 0.964531
21867, -0.487958, 0.851017, -0.194079, -0.211242, 0.051432, 0.976080
21868, 0.073681, 0.890275, -0.449423, 0.138808, 0.432074, 0.891092
21869, -0.462283, 0.864491, -0.197358, 0.112991, 0.268589, 0.956605
21870, 0.164476, 0.925891, -0.340107, 0.152538, 0.307922, 0.939104
21871, -0.469288, 0.871870, -0.140038, 0.126819, 0.224396, 0.966211
21872, -0.433864, 0.892377, -0.124200, 0.151097, 0.210464, 0.965854
21873, -0.468787, 0.863385, -0.186561, 0.112929, 0.259179, 0.959204
21874, -0.456212, 0.867233, -0.199444, 0.130885, 0.273772, 0.952847
21875, -0.472055, 0.862731, -0.181273, 0.111121, 0.253161, 0.961021
21876, -0.421158, 0.899063, -0.119635, 0.151092, 0.197177, 0.968655
21877, -0.484988, 0.858811, -0.165014, 0.096838, 0.235209, 0.967109
21878, -0.479447, 0.866353, -0.139869, 0.096980, 0.204813, 0.973985
21879, -0.450709, 0.871250, -0.194381, 0.132063, 0.267398, 0.954493
21880, -0.410080, 0.903017, -0.128039, 0.136543, 0.195022, 0.971248
21881, -0.528760, 0.721873, 0.446444, 0.000000, 0.446444, -0.721873
21882, -0.485851, 0.858636, -0.163380, 0.089196, 0.229894, 0.969120
21883, -0.441110, 0.874793, -0.200396, 0.133672, 0.268451, 0.953974
21884, 0.291177, -0.258718, 0.921022, -0.939982, -0.301221, 0.160309
21885, 0.180359, 0.920312, -0.347125, 0.173246, 0.309919, 0.934845
21886, 0.170328, 0.920524, -0.351603, 0.158381, 0.324777, 0.932435
21887, 0.145982, 0.935968, -0.320396, 0.025098, 0.323050, 0.946049
21888, 0.135482, 0.929910, -0.341923, 0.026530, 0.348291, 0.937011
21889, 0.151186, 0.942210, -0.298971, -0.031777, 0.310718, 0.949971
21890, 0.115114, 0.922007, -0.369664, 0.137817, 0.354799, 0.924729
21891, 0.102871, 0.931227, -0.349620, 0.035946, 0.350717, 0.935792
21892, 0.094093, 0.924660, -0.368987, 0.038805, 0.372310, 0.927297
21893, 0.097774, 0.926934, -0.362261, 0.083415, 0.359500, 0.929409
21894, 0.083599, 0.954286, -0.286966, -0.030530, 0.290718, 0.956322
21895, 0.063171, 0.926025, -0.372138, 0.053342, 0.372696, 0.926419
21896, 0.041660, 0.913508, -0.404683, 0.122877, 0.396738, 0.909670
21897, 0.143081, 0.916223, -0.374250, 0.169673, 0.348656, 0.921765
21898, 0.096061, 0.916738, -0.387767, 0.138690, 0.374795, 0.916675
21899, 0.071547, 0.911759, -0.404447, 0.159846, 0.387794, 0.907780
21900, 0.176318, 0.918173, -0.354781, 0.173361, 0.320751, 0.931163
21901, 0.166533, 0.915996, -0.364992, 0.173396, 0.329398, 0.928133
21902, 0.160042, 0.911832, -0.378086, 0.175474, 0.345555, 0.921846
21903, -0.410409, 0.195864, -0.890619, -0.190971, 0.933843, 0.302435
21904, -0.262570, 0.335016, -0.904888, -0.409088, 0.811395, 0.417475
21905, 0.183559, 0.193697, -0.963736, -0.160498, 0.969129, 0.187161
21906, 0.138713, 0.284602, -0.948557, -0.157799, 0.953186, 0.257947
21907, -0.504455, 0.250665, -0.826252, -0.070733, 0.939552, 0.335021
21908, -0.044604, 0.447513, -0.893165, 0.015734, 0.891070, 0.453594
21909, -0.471245, 0.178040, -0.863846, -0.072515, 0.972447, 0.221560
21910, -0.351193, 0.143196, -0.925288, -0.209861, 0.962291, 0.173075
21911, -0.369144, -0.003661, -0.929365, -0.147015, 0.986173, 0.076486
21912, 0.080779, 0.351525, -0.932687, -0.052854, 0.935038, 0.350587
21913, 0.061460, 0.435645, -0.898018, -0.053502, 0.897234, 0.438303
21914, 0.057521, 0.510284, -0.858080, -0.088763, 0.860072, 0.502391
21915, -0.256498, 0.393202, -0.882950, -0.414539, 0.796246, 0.440624
21916, -0.321925, 0.394584, -0.860620, -0.416043, 0.774567, 0.476397
21917, 0.041064, 0.478305, -0.877233, -0.027430, 0.879925, 0.474320
21918, -0.322499, 0.445322, -0.835274, -0.386987, 0.757075, 0.526383
21919, 0.030449, 0.585879, -0.809826, -0.030845, 0.812541, 0.582088
21920, -0.398796, 0.314521, -0.861416, -0.224154, 0.884090, 0.410048
21921, -0.514062, 0.304228, -0.801988, -0.062387, 0.925861, 0.372679
21922, -0.551482, 0.449889, -0.702473, -0.090207, 0.801337, 0.591373
21923, -0.431595, 0.401531, -0.807774, -0.230945, 0.833738, 0.501542
21924, 0.029646, 0.674370, -0.737798, -0.041046, 0.740352, 0.670965
21925, -0.550949, 0.479659, -0.682922, -0.099382, 0.784259, 0.612423
21926, -0.478113, 0.471809, -0.740813, -0.225956, 0.763078, 0.605521
21927, -0.380020, 0.504048, -0.775577, -0.362863, 0.700559, 0.614449
21928, 0.038747, 0.761708, -0.646761, -0.027366, 0.648724, 0.760531
21929, 0.056030, 0.825691, -0.561333, 0.013718, 0.557737, 0.829904
21930, -0.549203, 0.572409, -0.608870, -0.090701, 0.687821, 0.720191
21931, -0.513391, 0.651108, -0.559007, -0.143015, 0.571227, 0.808237
21932, -0.497737, 0.554813, -0.666664, -0.208779, 0.676311, 0.706410
21933, -0.474366, 0.842563, -0.255077, -0.004781, 0.273378, 0.961895
21934, -0.425384, 0.574668, -0.699146, -0.320302, 0.632845, 0.704921
21935, 0.084714, 0.872702, -0.480848, 0.067895, 0.468931, 0.880621
21936, 0.076360, 0.846444, -0.526974, 0.030663, 0.525262, 0.850388
21937, -0.543446, 0.664443, -0.513012, -0.046937, 0.580135, 0.813167
21938, -0.493345, 0.687930, -0.532319, -0.234904, 0.494061, 0.837093
21939, 0.116490, 0.900968, -0.417955, 0.114861, 0.396189, 0.910956
21940, 0.103332, 0.883539, -0.456816, 0.081261, 0.444334, 0.892168
21941, -0.499841, 0.806484, -0.315822, 0.085394, 0.385015, 0.918951
21942, -0.516901, 0.770399, -0.373227, 0.018066, 0.448253, 0.893724
21943, -0.514464, 0.764318, -0.388773, -0.056780, 0.429257, 0.901396
21944, 0.151571, 0.913778, -0.376876, 0.137828, 0.353652, 0.925167
21945, -0.496257, 0.814800, -0.299717, 0.052383, 0.376404, 0.924973
21946, 0.154581, 0.913788, -0.375629, 0.135880, 0.351998, 0.926085
21947, -0.473768, 0.837105, -0.273495, 0.120781, 0.351411, 0.928398
21948, -0.468638, 0.848236, -0.246725, 0.016007, 0.288685, 0.957290
21949, -0.467363, 0.845078, -0.259644, 0.094766, 0.325677, 0.940720
21950, -0.468683, 0.849180, -0.243370, 0.008112, 0.269039, 0.963095
21951, -0.480773, 0.837069, -0.261099, 0.040670, 0.301500, 0.952598
21952, -0.472533, 0.845857, -0.247463, -0.004365, 0.275990, 0.961151
21953, -0.461972, 0.853705, -0.240355, -0.040304, 0.248531, 0.967785
21954, -0.486542, 0.825565, -0.285867, -0.043554, 0.301699, 0.952408
21955, -0.164654, 0.985007, -0.051472, 0.149541, 0.048261, 0.987577
21956, -0.046053, 0.964468, -0.260156, 0.141261, 0.242068, 0.959921
21957, 0.000122, 0.919697, -0.392628, 0.136657, 0.376611, 0.916236
21958, -0.047348, 0.962043, -0.268758, 0.116841, 0.252714, 0.960460
21959, -0.054835, 0.993414, -0.100609, 0.106173, 0.083105, 0.990869
21960, -0.140772, 0.989267, -0.039178, 0.126712, 0.031689, 0.991433
21961, 0.028846, 0.905181, -0.424047, 0.153557, 0.402739, 0.902342
21962, -0.048891, 0.984788, -0.166739, 0.136561, 0.144796, 0.979993
21963, -0.026950, 0.990646, -0.133771, 0.123160, 0.111531, 0.986100
21964, -0.014486, 0.957293, -0.288757, 0.136882, 0.266897, 0.953954
21965, 0.089813, 0.903756, -0.418520, 0.171252, 0.401456, 0.899725
21966, -0.015542, 0.977205, -0.211730, 0.136577, 0.195930, 0.971060
21967, -0.033881, 0.994402, -0.100085, 0.105514, 0.088150, 0.990503
21968, -0.054328, 0.997502, -0.045137, 0.091440, 0.041429, 0.994948
21969, -0.013989, 0.972260, -0.233484, 0.134226, 0.212744, 0.967845
21970, 0.008274, 0.942373, -0.334463, 0.148697, 0.318062, 0.936336
21971, -0.005616, 0.961545, -0.274589, 0.141680, 0.265689, 0.953591
21972, -0.032546, 0.981556, -0.188386, 0.114158, 0.187926, 0.975526
21973, -0.089731, 0.994546, -0.053175, 0.100274, 0.046253, 0.993884
21974, -0.081779, 0.978361, 0.190058, 0.202550, -0.368499, 0.907294
21975, -0.113466, 0.984478, -0.133901, 0.124591, 0.127604, 0.983969
21976, -0.080806, 0.979090, -0.186692, 0.171926, 0.147730, 0.973970
21977, -0.173826, 0.984480, 0.024154, 0.127563, -0.031588, 0.991327
21978, -0.876988, -0.158879, -0.453486, 0.435808, -0.666252, -0.605128
21979, -0.708371, 0.093583, -0.699609, 0.514704, -0.612724, -0.599707
21980, -0.757557, 0.080575, -0.647777, 0.488154, -0.596640, -0.636967
21981, -0.737200, 0.088933, -0.669796, 0.481052, -0.622807, -0.617009
21982, -0.677341, 0.090703, -0.730056, 0.553282, -0.546279, -0.628855
21983, -0.675670, 0.103331, -0.729927, 0.545433, -0.598136, -0.587142
21984, -0.616319, 0.101720, -0.780899, 0.611543, -0.561810, -0.557122
21985, -0.616155, 0.108791, -0.780075, 0.642791, -0.508047, -0.573331
21986, -0.649922, 0.094973, -0.754043, 0.581784, -0.534144, -0.613366
21987, -0.576456, 0.120129, -0.808250, 0.674210, -0.489289, -0.553206
21988, -0.555538, 0.126875, -0.821755, 0.696587, -0.472354, -0.540045
21989, -0.332287, 0.255686, -0.907860, 0.875308, -0.280564, -0.393853
21990, -0.508736, 0.140542, -0.849373, 0.741770, -0.438901, -0.507094
21991, -0.483096, 0.166446, -0.859601, 0.759812, -0.413612, -0.501608
21992, -0.420486, 0.208004, -0.883134, 0.829436, -0.311497, -0.463688
21993, -0.440612, 0.182556, -0.878939, 0.794280, -0.382667, -0.471896
21994, -0.420833, 0.206127, -0.883409, 0.806422, -0.363968, -0.466059
21995, -0.382176, 0.222036, -0.897018, 0.836614, -0.333324, -0.434710
21996, -0.568310, 0.137179, -0.811299, 0.723310, -0.394516, -0.566728
21997, -0.379554, 0.231413, -0.895760, 0.839186, -0.322541, -0.437875
21998, -0.201089, 0.362317, -0.910104, 0.940269, -0.195849, -0.278454
21999, -0.656093, 0.077505, -0.750690, 0.720584, -0.203257, -0.662907
22000, -0.582624, 0.140439, -0.800516, 0.719614, -0.372277, -0.586144
22001, -0.383146, 0.238110, -0.892470, 0.871961, -0.232898, -0.430631
22002, -0.470492, 0.186940, -0.862375, 0.832057, -0.215100, -0.511285
22003, -0.281714, 0.350764, -0.893086, 0.950510, -0.014712, -0.310346
22004, -0.228217, 0.416974, -0.879801, 0.971244, 0.049397, -0.232904
22005, 0.067159, 0.330049, -0.941572, 0.000000, -0.941572, -0.330049
22006, -0.115181, 0.571652, -0.812372, 0.990444, 0.128420, -0.050284
22007, -0.186997, 0.474634, -0.860090, 0.983745, 0.056384, -0.170487
22008, 0.117001, 0.774127, -0.622124, 0.856946, 0.239349, 0.456461
22009, -0.171559, 0.499841, -0.848956, 0.984410, 0.091916, -0.149960
22010, -0.181804, 0.502016, -0.845534, 0.983961, 0.095634, -0.150583
22011, -0.150043, 0.544824, -0.825018, 0.986162, 0.144403, -0.081433
22012, -0.236141, 0.179165, -0.955059, 0.973252, 0.068538, -0.219279
22013, -0.184201, 0.548115, -0.815867, 0.978638, 0.181754, -0.096087
22014, -0.213308, 0.519458, -0.827444, 0.973961, 0.185792, -0.129926
22015, -0.214484, 0.542850, -0.811980, 0.971101, 0.210432, -0.112611
22016, -0.247733, 0.535145, -0.807619, 0.962847, 0.233943, -0.134897
22017, -0.285833, 0.527355, -0.800123, 0.952333, 0.261490, -0.157116
22018, -0.335774, 0.406321, -0.849799, 0.944061, 0.162011, -0.287230
22019, -0.365266, 0.392042, -0.844325, 0.931693, 0.193547, -0.307389
22020, -0.361432, 0.356914, -0.861382, 0.935063, 0.126713, -0.331060
22021, -0.594730, 0.102906, -0.797312, 0.785544, -0.127499, -0.605528
22022, -0.429413, 0.295488, -0.853400, 0.900838, -0.000100, -0.434155
22023, -0.353608, 0.273715, -0.894450, 0.923044, -0.076337, -0.377044
22024, -0.590383, 0.223319, -0.775614, 0.691878, -0.447008, -0.566999
22025, -0.522712, 0.140860, -0.840792, 0.851509, -0.014089, -0.524151
22026, -0.606925, 0.096100, -0.788928, 0.785639, -0.128020, -0.605296
22027, -0.806133, 0.129517, -0.577386, 0.370846, -0.702908, -0.606954
22028, -0.842874, 0.170010, -0.510549, 0.428229, -0.376983, -0.821281
22029, -0.602898, -0.710872, -0.362182, 0.682071, -0.202814, -0.702599
22030, -0.800800, 0.073230, -0.594439, 0.751363, -0.589483, -0.296587
22031, -0.891394, 0.059094, -0.449361, 0.405884, -0.372548, -0.834545
22032, -0.552397, 0.151698, -0.819661, 0.771415, -0.292315, -0.565218
22033, -0.810883, -0.040924, -0.583776, 0.575941, -0.307649, -0.757393
22034, -0.828905, -0.049125, -0.557229, 0.544957, -0.340738, -0.766107
22035, -0.848130, -0.066510, -0.525597, 0.514478, -0.352432, -0.781732
22036, -0.893343, -0.069743, -0.443930, 0.465323, -0.434739, -0.771023
22037, -0.893933, -0.050495, -0.445348, 0.461829, -0.450077, -0.764294
22038, -0.884912, -0.003588, -0.465745, 0.470141, -0.404050, -0.784673
22039, -0.873170, 0.022595, -0.486891, 0.484341, -0.379750, -0.788165
22040, -0.803014, 0.027680, -0.595316, 0.028333, 0.138307, -0.989984
22041, -0.834393, 0.093335, -0.543209, 0.472172, -0.416149, -0.777093
22042, -0.879482, -0.287592, -0.379213, 0.493590, -0.437610, -0.751576
22043, -0.768016, -0.611288, -0.190991, 0.593043, -0.544900, -0.592777
22044, -0.708713, 0.156985, -0.687809, 0.623008, -0.770726, -0.133575
22045, -0.771743, 0.058530, -0.633235, 0.490745, -0.576711, -0.653127
22046, -0.743994, 0.085019, -0.662755, 0.499106, -0.587054, -0.637386
22047, -0.729023, 0.087805, -0.678834, 0.506360, -0.608839, -0.610668
22048, -0.738597, 0.080242, -0.669354, 0.522301, -0.570911, -0.633453
22049, -0.888902, -0.370290, -0.269703, 0.458922, -0.628131, -0.628365
22050, -0.727807, 0.074230, -0.681753, 0.536655, -0.574769, -0.617772
22051, -0.718478, 0.070663, -0.691950, 0.571712, -0.533108, -0.623651
22052, -0.663955, 0.113837, -0.739057, 0.575429, -0.560536, -0.595551
22053, -0.608862, 0.115148, -0.784875, 0.666606, -0.476332, -0.573362
22054, -0.649945, 0.109176, -0.752098, 0.604022, -0.512047, -0.610709
22055, -0.541450, 0.137852, -0.829355, 0.733253, -0.415868, -0.537953
22056, -0.583199, 0.121778, -0.803150, 0.695045, -0.444024, -0.565469
22057, -0.479954, 0.178860, -0.858868, 0.780845, -0.366092, -0.506219
22058, -0.521682, 0.163807, -0.837267, 0.743471, -0.398360, -0.537179
22059, -0.460461, 0.191201, -0.866844, 0.796731, -0.344491, -0.496533
22060, -0.549996, 0.150791, -0.821442, 0.737613, -0.376315, -0.560638
22061, -0.513728, 0.183239, -0.838157, 0.770713, -0.333643, -0.542848
22062, -0.414047, 0.229910, -0.880742, 0.884027, -0.151395, -0.442240
22063, -0.714848, 0.044134, -0.697886, 0.638665, -0.246024, -0.729094
22064, -0.607339, 0.127279, -0.784180, 0.717006, -0.329999, -0.614006
22065, -0.414106, 0.238382, -0.878459, 0.880125, 0.138089, -0.454215
22066, -0.209294, 0.495500, -0.843016, 0.977734, 0.125914, -0.167875
22067, -0.236925, 0.439430, -0.866468, 0.970559, 0.073648, -0.229327
